,Source,Text,Category,Date,Explanation,Label
16423,Hillary Clinton,"There are prototype cars that get between 100 and 150 miles per gallon and ""we could have those cars in your garages in a couple of years.""",National,"Tuesday, May 6th, 2008",Supercars unlikely in a couple years,Mostly False
16424,Barack Obama,"A gas tax holiday ""would at best provide 30 cents a day for three months for a grand total of $28.""",National,"Tuesday, May 6th, 2008",Obama's per-car number is reasonable,Mostly True
16425,Hillary Clinton,"""If you are driving on average in America this summer, you'll save — according to Department of Energy figures — about $70.""",National,"Tuesday, May 6th, 2008","Only if ""you"" are a family of four",False
16426,Barack Obama,"""If Senator Clinton or John McCain had stood up in previous years for increases in fuel efficiency standards . . . then we would not be in this same situation in the first place.""",National,"Monday, May 5th, 2008",McCain took a stand years earlier,Half-True
16427,Chain email,"""Obama ... gave almost a million dollars to the (Kenya) opposition campaign who just happened to be his cousin, Raila Odinga.""",National,"Friday, May 2nd, 2008",'Not a cent' from unrelated Obama,Pants on Fire!
16428,Chain email,"""His true name is Barak Hussein Muhammed Obama.""",National,"Friday, May 2nd, 2008",No Muhammed or Mohammed in Obama's name,Pants on Fire!
16429,Hillary Clinton,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",National,"Friday, May 2nd, 2008",Rates were a lot higher back in the day,True
16430,Hillary Clinton,"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured.",National,"Friday, May 2nd, 2008",A reasonable estimate for uninsured costs,True
16431,Hillary Clinton,"Hillary Clinton advocates ""a freeze on foreclosures. Barack Obama said no.""",National,"Thursday, May 1st, 2008",Clinton and Obama differ on freeze,True
16432,Hillary Clinton,"""A year ago, in March 2007, I called for immediate action to address abuses in the subprime market, and I laid out detailed concrete proposals for how to do so.""",National,"Thursday, May 1st, 2008",An early voice on foreclosures,True
16433,Chain email,"Obama thinks the national anthem should be ""I'd Like to Teach the World to Sing.""",National,"Wednesday, April 30th, 2008",Obama e-mail: It's not The Real Thing,Pants on Fire!
16434,John McCain,"The Rev. Wright compared ""the United States Marine Corps with Roman legionnaires who were responsible for the death of our Savior.""",National,"Wednesday, April 30th, 2008",Wright's culture of war comparison,Mostly True
16435,John McCain,"Rev. Wright said ""that al-Qaida and the American flag were the same flags.""",National,"Wednesday, April 30th, 2008","To score a point, McCain misses the point",Mostly False
16436,John McCain,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",National,"Wednesday, April 30th, 2008",Holiday much more costly than McCain suggests,Pants on Fire!
16437,John McCain,"Barack Obama ""wants to nearly double the capital gains tax"" increasing taxes on ""mutual funds, 401(k)s"" for ""policemen, firemen, nurses.""",National,"Tuesday, April 29th, 2008",McCain stretches on who gets hit,Half-True
16438,Democratic National Committee,"""McCain has voted repeatedly at least six times against funding for global HIV/AIDS, malaria and TB fund, once as one of only 14 senators.""",National,"Monday, April 28th, 2008",Selectively choosing his votes,Half-True
16439,Barack Obama,"""Bill Clinton invited him (the Rev. Wright) to the White House when he was having his personal crises.""",National,"Friday, April 25th, 2008","Photo, and Obama, don't lie",Mostly True
16440,Michael Moore,"During the Monica Lewinsky scandal, the Clintons brought the Rev. Jeremiah Wright to the White House for ""spiritual counseling.""",National,"Friday, April 25th, 2008",Not a spiritual adviser,False
16441,Republican National Committee,"Says Obama flip-flopped on a gas-tax ""holiday.""",National,"Thursday, April 24th, 2008","A flip, but maybe not a flop",Mostly False
16442,Focus on the Family Action,"Obama ""supports hate-crimes expansion ... potentially putting churches at risk if they preach the truth about homosexuality.""",National,"Wednesday, April 23rd, 2008",The First Amendment is still in effect,False
16443,Focus on the Family Action,"""As a state senator, he (Obama) even refused to support a measure to stop sex businesses from opening near schools or places of worship!""",National,"Wednesday, April 23rd, 2008",He wanted local officials to decide,True
16444,Bill Clinton,"Denies that he said the Obama campaign ""played the race card.""",National,"Tuesday, April 22nd, 2008","Yes, he did",Pants on Fire!
16445,Hillary Clinton,"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",National,"Monday, April 21st, 2008",Hard numbers are just guess-timates,Mostly False
16446,Barack Obama,"Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance.""",National,"Monday, April 21st, 2008",Her mandate doesn't mention garnishment,Half-True
16447,Barack Obama,"""Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.""",National,"Monday, April 21st, 2008",A distinction without a difference,Half-True
16448,Barack Obama,"""I have never said that I don't wear flag pins or refuse to wear flag pins.""",National,"Friday, April 18th, 2008",Obama contradicts previously stated pin philosophy,False
16449,John McCain,"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""",National,"Friday, April 18th, 2008","One major tax cut, then lots of raises",Mostly False
16450,Hillary Clinton,"""Obama voted for the Bush-Cheney energy bill that put $6-billion in the pocket of big oil.""",National,"Thursday, April 17th, 2008","Slippery math, loaded words",Half-True
16451,Hillary Clinton,"""More than one person, on average, a day is murdered in Philadelphia.""",National,"Thursday, April 17th, 2008",Murder rate is down this year,Half-True
16452,Barack Obama,"""Hillary Clinton has taken over $800,000 from lobbyists.""",National,"Thursday, April 17th, 2008",Clinton accepts lobbyist money,True
16453,Hillary Clinton,"""Barack Obama accepted $200,000 from executives and employees of oil companies.""",National,"Thursday, April 17th, 2008","Yes, oil company employees have donated to Obama",True
16454,Barack Obama,"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",National,"Thursday, April 17th, 2008",Obama rejects lobbyist money,Mostly True
16455,Chain email,Hillary Clinton and Barack Obama want to raise taxes on all income brackets.,National,"Thursday, April 17th, 2008",Dems don't propose tax increases on lower incomes,False
16456,John McCain,"If the U.S. stops adding to the Strategic Petroleum Reserve, it ""will lessen worldwide demand for oil"" and reduce prices.",National,"Wednesday, April 16th, 2008",Not enough to matter,Mostly False
16457,Hillary Clinton,"Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""",National,"Wednesday, April 16th, 2008",Obama served on board with Ayers,True
16458,Chain email,"Hillary Clinton and Barack Obama want to raise capital gains taxes, which apply to home sales.",National,"Wednesday, April 16th, 2008",Capital gains taxes often don't apply to homeowners,Mostly False
16459,Hillary Clinton,Says she is the subject of 60 books.,National,"Wednesday, April 16th, 2008","Yes, from American Evita to The Very Unofficial Hillary Clinton Coloring Book",True
16460,Hillary Clinton,"""Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.""",National,"Wednesday, April 16th, 2008",A 9/11 denier? Yup,True
16461,Barack Obama,"The United States is ""seeing greater income inequality now than any time since the 1920s.""",National,"Wednesday, April 16th, 2008",Income inequality is on the rise,True
16462,Barack Obama,"""He's promising four more years of an administration that will push for the privatization of Social Security...""",National,"Wednesday, April 16th, 2008",Not the same old Bush plan,False
16463,Barack Obama,"""I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.""",National,"Tuesday, April 15th, 2008",Obama's more right than he knows,Mostly True
16464,Barack Obama,"Barack Obama's network of small donors constitutes a ""parallel public financing system.""",National,"Tuesday, April 15th, 2008",Public financing includes spending limits,Half-True
16465,Focus on the Family Action,"""Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.""",National,"Tuesday, April 15th, 2008",The bill has no such spending requirement,False
16466,Focus on the Family Action,"Obama supports ""teaching schoolchildren — in 2nd grade, no less — about homosexual relationships.""",National,"Tuesday, April 15th, 2008",One comment does not a platform make,Mostly False
16467,John McCain,"Democrats' budget resolution would raise America's tax bill by ""$500-billion.""",National,"Monday, April 14th, 2008",The budget resolution isn't that clear,False
16468,Barack Obama,"""He took on special interests and won, passing the toughest ethics law yet.""",National,"Monday, April 14th, 2008",Obama not driving force,Half-True
